audiofile,detection,avg_titi_max_score,avg_howler_max_score,location,automated_detection,manual_detections
HARPIA_20130223_054500.wav,none,2.7920000000000003,-1.915,"1, -50",0,0
HARPIA_20130223_060000.wav,none,2.052,3.135,"1, -50",0,0
HARPIA_20130223_061500.wav,none,0.5559999999999999,4.735,"1, -50",0,0
HARPIA_20130223_063000.wav,none,0.8870000000000001,2.255,"1, -50",0,0
HARPIA_20130223_064500.wav,none,1.63,2.6,"1, -50",0,0
HARPIA_20130223_070000.wav,none,1.156,0.28500000000000003,"1, -50",0,0
HARPIA_20130223_071500.wav,none,1.3279999999999998,0.515,"1, -50",0,0
HARPIA_20130223_073000.wav,none,1.101,0.035,"1, -50",0,0
HARPIA_20130223_074500.wav,none,1.15,0.24999999999999997,"1, -50",0,0
HARPIA_20130223_080000.wav,none,1.287,0.41,"1, -50",0,0
HARPIA_20130224_054500.wav,none,1.1529999999999998,-0.05499999999999999,"1, -50",0,0
HARPIA_20130224_060000.wav,none,1.035,-0.21999999999999997,"1, -50",0,0
HARPIA_20130224_061500.wav,none,1.0799999999999998,-0.21,"1, -50",0,0
HARPIA_20130224_063000.wav,none,1.026,-0.115,"1, -50",0,0
HARPIA_20130224_064500.wav,none,1.118,-0.045,"1, -50",0,0
HARPIA_20130224_070000.wav,none,1.016,0.61,"1, -50",0,0
HARPIA_20130224_071500.wav,none,1.0450000000000002,0.245,"1, -50",0,0
HARPIA_20130224_073000.wav,none,1.048,1.0950000000000002,"1, -50",0,0
HARPIA_20130224_074500.wav,none,0.903,1.61,"1, -50",0,0
HARPIA_20130224_080000.wav,none,2.236,0.935,"1, -50",0,0
HARPIA_20130225_054500.wav,none,1.353,3.04,"1, -50",0,0
HARPIA_20130225_060000.wav,none,1.539,7.199999999999999,"1, -50",0,0
HARPIA_20130225_061500.wav,none,-0.22200000000000003,6.5649999999999995,"1, -50",0,0
HARPIA_20130225_063000.wav,none,1.0039999999999998,1.355,"1, -50",0,0
HARPIA_20130225_064500.wav,none,1.261,2.52,"1, -50",0,0
HARPIA_20130225_070000.wav,none,2.5460000000000003,2.52,"1, -50",0,0
HARPIA_20130225_071500.wav,none,0.961,3.045,"1, -50",0,0
HARPIA_20130225_073000.wav,none,2.618,3.19,"1, -50",0,0
HARPIA_20130225_074500.wav,none,1.544,3.225,"1, -50",0,0
HARPIA_20130225_080000.wav,none,3.528,3.04,"1, -50",0,0
HARPIA_20130226_054500.wav,none,1.4289999999999998,0.875,"1, -50",0,0
HARPIA_20130226_060000.wav,none,0.873,2.29,"1, -50",0,0
HARPIA_20130226_061500.wav,none,0.899,1.89,"1, -50",0,0
HARPIA_20130226_063000.wav,none,1.646,2.165,"1, -50",0,0
HARPIA_20130226_064500.wav,none,1.966,1.675,"1, -50",0,0
HARPIA_20130226_070000.wav,none,1.5699999999999998,1.225,"1, -50",0,0
HARPIA_20130226_071500.wav,none,1.204,2.3600000000000003,"1, -50",0,0
HARPIA_20130226_073000.wav,none,1.015,-0.155,"1, -50",0,0
HARPIA_20130226_074500.wav,none,1.027,-0.2,"1, -50",0,0
HARPIA_20130226_080000.wav,none,1.1889999999999998,0.625,"1, -50",0,0
HARPIA_20130227_054500.wav,none,1.284,0.27,"1, -50",0,0
HARPIA_20130227_060000.wav,none,2.1789999999999994,1.335,"1, -50",0,0
HARPIA_20130227_061500.wav,none,0.405,2.405,"1, -50",0,0
HARPIA_20130227_063000.wav,none,1.5779999999999998,2.1399999999999997,"1, -50",0,0
HARPIA_20130227_064500.wav,none,1.057,2.05,"1, -50",0,0
HARPIA_20130227_070000.wav,none,0.849,0.28500000000000003,"1, -50",0,0
HARPIA_20130227_071500.wav,none,0.8220000000000001,0.115,"1, -50",0,0
HARPIA_20130227_073000.wav,none,1.954,0.085,"1, -50",0,0
HARPIA_20130227_074500.wav,none,0.8879999999999999,0.49,"1, -50",0,0
HARPIA_20130227_080000.wav,none,1.168,0.87,"1, -50",0,0
HARPIA_20130215_054500.wav,none,0.075,4.295,"4, 200",0,0
HARPIA_20130215_060000.wav,none,1.0470000000000002,6.24,"4, 200",0,0
HARPIA_20130215_061500.wav,none,2.647,5.885,"4, 200",0,0
HARPIA_20130215_063000.wav,none,0.8,3.91,"4, 200",0,0
HARPIA_20130215_064500.wav,none,0.611,5.135,"4, 200",0,0
HARPIA_20130215_070000.wav,none,1.125,4.075,"4, 200",0,0
HARPIA_20130215_071500.wav,none,1.095,0.22,"4, 200",0,0
HARPIA_20130215_073000.wav,none,1.057,2.41,"4, 200",0,0
HARPIA_20130215_074500.wav,none,1.246,0.7250000000000001,"4, 200",0,0
HARPIA_20130215_080000.wav,none,1.813,3.4350000000000005,"4, 200",0,0
HARPIA_20130216_054500.wav,none,0.8220000000000001,0.935,"4, 200",0,0
HARPIA_20130216_060000.wav,titi -- no howler,5.6240000000000006,2.1950000000000003,"4, 200",1,1
HARPIA_20130216_061500.wav,none,0.5820000000000001,1.77,"4, 200",0,0
HARPIA_20130216_063000.wav,none,0.687,2.405,"4, 200",0,0
HARPIA_20130216_064500.wav,none,1.35,1.44,"4, 200",0,0
HARPIA_20130216_070000.wav,none,1.0770000000000002,0.02499999999999999,"4, 200",0,0
HARPIA_20130216_071500.wav,none,1.08,0.005,"4, 200",0,0
HARPIA_20130216_073000.wav,none,1.07,-0.03,"4, 200",0,0
HARPIA_20130216_074500.wav,none,0.988,0.295,"4, 200",0,0
HARPIA_20130216_080000.wav,none,1.022,0.065,"4, 200",0,0
HARPIA_20130217_054500.wav,none,0.6619999999999999,1.885,"4, 200",0,0
HARPIA_20130217_060000.wav,none,0.532,2.33,"4, 200",0,0
HARPIA_20130217_061500.wav,none,0.5450000000000002,2.7300000000000004,"4, 200",0,0
HARPIA_20130217_063000.wav,none,0.724,2.785,"4, 200",0,0
HARPIA_20130217_064500.wav,none,0.678,2.71,"4, 200",0,0
HARPIA_20130217_070000.wav,none,2.9139999999999997,3.09,"4, 200",0,0
HARPIA_20130217_071500.wav,none,1.1309999999999998,1.945,"4, 200",0,0
HARPIA_20130217_073000.wav,none,0.8099999999999999,1.605,"4, 200",0,0
HARPIA_20130217_074500.wav,none,0.8809999999999999,1.805,"4, 200",0,0
HARPIA_20130217_080000.wav,none,1.883,2.595,"4, 200",0,0
HARPIA_20130218_054500.wav,none,1.0550000000000002,0,"4, 200",0,0
HARPIA_20130218_060000.wav,none,0.978,0.165,"4, 200",0,0
HARPIA_20130218_061500.wav,none,0.9680000000000002,0.31,"4, 200",0,0
HARPIA_20130218_063000.wav,none,0.9560000000000002,0.38,"4, 200",0,0
HARPIA_20130218_064500.wav,none,1.831,-0.04499999999999998,"4, 200",0,0
HARPIA_20130218_070000.wav,none,2.567,0.29,"4, 200",0,0
HARPIA_20130218_071500.wav,none,1.234,0.37,"4, 200",0,0
HARPIA_20130218_073000.wav,none,1.567,0.47,"4, 200",0,0
HARPIA_20130218_074500.wav,none,1.592,0.81,"4, 200",0,0
HARPIA_20130218_080000.wav,none,1.022,1.225,"4, 200",0,0
HARPIA_20130219_054500.wav,none,1.4779999999999998,1.5499999999999998,"4, 200",0,0
HARPIA_20130219_060000.wav,titi -- no howler,4.866999999999999,1.825,"4, 200",1,1
HARPIA_20130219_061500.wav,none,0.563,2.0549999999999997,"4, 200",0,0
HARPIA_20130219_063000.wav,none,0.6789999999999999,1.715,"4, 200",0,0
HARPIA_20130219_064500.wav,none,0.792,2.085,"4, 200",0,0
HARPIA_20130219_070000.wav,none,0.8029999999999999,1.3,"4, 200",0,0
HARPIA_20130219_071500.wav,none,1.121,1.3050000000000002,"4, 200",0,0
HARPIA_20130219_073000.wav,none,1.029,0.105,"4, 200",0,0
HARPIA_20130219_074500.wav,none,1.0219999999999998,0.125,"4, 200",0,0
HARPIA_20130219_080000.wav,none,0.997,0.12,"4, 200",0,0
HARPIA_20130220_054500.wav,none,1.086,0.08499999999999999,"4, 200",0,0
HARPIA_20130220_060000.wav,none,0.9920000000000002,0.125,"4, 200",0,0
HARPIA_20130220_061500.wav,none,1.005,0.145,"4, 200",0,0
HARPIA_20130220_063000.wav,none,1.046,0.15500000000000003,"4, 200",0,0
HARPIA_20130220_064500.wav,none,0.977,0.06999999999999999,"4, 200",0,0
HARPIA_20130220_070000.wav,none,1.078,0.23,"4, 200",0,0
HARPIA_20130220_071500.wav,none,1.091,0.255,"4, 200",0,0
HARPIA_20130220_073000.wav,none,1.016,0.2,"4, 200",0,0
HARPIA_20130220_074500.wav,none,0.994,0.185,"4, 200",0,0
HARPIA_20130220_080000.wav,none,1.0559999999999998,0.305,"4, 200",0,0
HARPIA_20130221_054500.wav,none,1.014,0.155,"4, 200",0,0
HARPIA_20130221_060000.wav,none,1.723,0.445,"4, 200",0,0
HARPIA_20130221_061500.wav,none,0.935,0.755,"4, 200",0,0
HARPIA_20130221_063000.wav,none,1.006,0.3,"4, 200",0,0
HARPIA_20130221_064500.wav,none,1.021,0.165,"4, 200",0,0
HARPIA_20130221_070000.wav,none,1.052,-0.045,"4, 200",0,0
HARPIA_20130221_071500.wav,none,1.033,0.09,"4, 200",0,0
HARPIA_20130221_073000.wav,none,1.654,0.52,"4, 200",0,0
HARPIA_20130221_074500.wav,none,1.045,1.115,"4, 200",0,0
HARPIA_20130221_080000.wav,none,1.39,0.335,"4, 200",0,0
HARPIA_20130222_054500.wav,titi -- no howler,4.441,1.0750000000000002,"4, 200",1,0
HARPIA_20130222_060000.wav,none,1.6649999999999998,0.955,"4, 200",0,1
HARPIA_20130222_061500.wav,none,0.6519999999999999,1.235,"4, 200",0,0
HARPIA_20130222_063000.wav,none,0.859,1.395,"4, 200",0,0
HARPIA_20130222_064500.wav,none,1.53,0.81,"4, 200",0,0
HARPIA_20130222_070000.wav,none,1.2520000000000002,0.885,"4, 200",0,0
HARPIA_20130222_071500.wav,none,1.296,0.875,"4, 200",0,0
HARPIA_20130222_073000.wav,none,1.483,3.63,"4, 200",0,0
HARPIA_20130222_074500.wav,none,1.761,0.935,"4, 200",0,0
HARPIA_20130222_080000.wav,none,2.929,1.465,"4, 200",0,0
HARPIA_20130213_054500.wav,none,0.937,2.695,"5, 800",0,0
HARPIA_20130213_060000.wav,none,0.607,5.7,"5, 800",0,0
HARPIA_20130213_061500.wav,none,0.308,4.025,"5, 800",0,0
HARPIA_20130213_063000.wav,none,0.8310000000000001,3.35,"5, 800",0,0
HARPIA_20130213_064500.wav,none,0.6399999999999999,3.3600000000000003,"5, 800",0,0
HARPIA_20130213_070000.wav,none,0.7790000000000001,2.8600000000000003,"5, 800",0,0
HARPIA_20130213_071500.wav,none,0.6989999999999998,3.14,"5, 800",0,0
HARPIA_20130213_073000.wav,none,0.65,2.575,"5, 800",0,0
HARPIA_20130213_074500.wav,none,0.807,2.18,"5, 800",0,0
HARPIA_20130213_080000.wav,none,0.48,2.815,"5, 800",0,0
HARPIA_20130214_054500.wav,none,0.9600000000000002,4.84,"5, 800",0,0
HARPIA_20130214_060000.wav,none,0.5650000000000001,5.050000000000001,"5, 800",0,0
HARPIA_20130214_061500.wav,none,-0.5199999999999999,4.5,"5, 800",0,0
HARPIA_20130214_063000.wav,none,0.04599999999999998,3.42,"5, 800",0,0
HARPIA_20130214_064500.wav,none,-0.019,4.1899999999999995,"5, 800",0,0
HARPIA_20130214_070000.wav,none,0.29,3.715,"5, 800",0,0
HARPIA_20130214_071500.wav,none,0.4600000000000001,3.13,"5, 800",0,0
HARPIA_20130214_073000.wav,none,0.339,3.635,"5, 800",0,0
HARPIA_20130214_074500.wav,none,0.25,2.9299999999999997,"5, 800",0,0
HARPIA_20130214_080000.wav,none,1.041,3.810000000000001,"5, 800",0,0
HARPIA_20130210_054500.wav,none,0.7849999999999999,3.2750000000000004,"7, 400",0,1
HARPIA_20130210_060000.wav,none,-0.4300000000000001,4.545,"7, 400",0,0
HARPIA_20130210_061500.wav,none,-1.002,7.285,"7, 400",0,0
HARPIA_20130210_063000.wav,none,-1.775,5.125,"7, 400",0,0
HARPIA_20130210_064500.wav,none,2.123,4.685,"7, 400",0,0
HARPIA_20130210_070000.wav,none,0.02099999999999998,3.13,"7, 400",0,0
HARPIA_20130210_071500.wav,none,1.118,3.145,"7, 400",0,0
HARPIA_20130210_073000.wav,titi -- no howler,4.13,3.005,"7, 400",1,0
HARPIA_20130210_074500.wav,none,2.0620000000000003,2.755,"7, 400",0,0
HARPIA_20130210_080000.wav,none,-0.02500000000000001,3.15,"7, 400",0,0
HARPIA_20130208_054500.wav,none,0.48,8.095,"7, 400",0,0
HARPIA_20130208_060000.wav,none,-0.24800000000000005,6.42,"7, 400",0,0
HARPIA_20130208_061500.wav,none,0.115,5.734999999999999,"7, 400",0,0
HARPIA_20130208_063000.wav,none,1.588,3.79,"7, 400",0,0
HARPIA_20130208_064500.wav,none,2.305,3.89,"7, 400",0,1
HARPIA_20130208_070000.wav,none,1.97,3.535,"7, 400",0,1
HARPIA_20130208_071500.wav,none,3.139,3.64,"7, 400",0,0
HARPIA_20130208_073000.wav,none,1.578,4.555,"7, 400",0,0
HARPIA_20130208_074500.wav,none,1.529,4.22,"7, 400",0,0
HARPIA_20130208_080000.wav,none,2.5769999999999995,3.29,"7, 400",0,1
HARPIA_20130209_054500.wav,none,-0.05699999999999999,5.96,"7, 400",0,0
HARPIA_20130209_060000.wav,none,0.07500000000000001,4.97,"7, 400",0,0
HARPIA_20130209_061500.wav,none,0.037,1.32,"7, 400",0,0
HARPIA_20130209_063000.wav,none,-0.002,1.275,"7, 400",0,0
HARPIA_20130209_064500.wav,none,-0.11499999999999996,1.665,"7, 400",0,0
HARPIA_20130209_070000.wav,none,-0.095,1.59,"7, 400",0,0
HARPIA_20130209_071500.wav,none,0.01399999999999999,1.68,"7, 400",0,0
HARPIA_20130209_073000.wav,none,-0.085,1.385,"7, 400",0,0
HARPIA_20130209_074500.wav,none,-0.152,1.54,"7, 400",0,0
HARPIA_20130209_080000.wav,none,-0.12199999999999996,1.7799999999999998,"7, 400",0,0
HARPIA_20130211_054500.wav,none,0.9260000000000002,2.135,"8, 600",0,0
HARPIA_20130211_060000.wav,none,0.937,2.87,"8, 600",0,0
HARPIA_20130211_061500.wav,none,0.8949999999999999,1.135,"8, 600",0,0
HARPIA_20130211_063000.wav,none,0.963,1.725,"8, 600",0,0
HARPIA_20130211_064500.wav,none,0.989,0.765,"8, 600",0,0
HARPIA_20130211_070000.wav,none,0.9419999999999998,1.25,"8, 600",0,0
HARPIA_20130211_071500.wav,none,1.1030000000000002,1.125,"8, 600",0,0
HARPIA_20130211_073000.wav,none,0.883,1.345,"8, 600",0,0
HARPIA_20130211_074500.wav,none,1.174,1.145,"8, 600",0,0
HARPIA_20130211_080000.wav,none,1.014,1.715,"8, 600",0,0
HARPIA_20130212_054500.wav,none,0.7529999999999999,3.375,"8, 600",0,0
HARPIA_20130212_060000.wav,none,-0.01099999999999999,4.015,"8, 600",0,0
HARPIA_20130212_061500.wav,none,0.43,3.82,"8, 600",0,0
HARPIA_20130212_063000.wav,none,0.368,3.275,"8, 600",0,0
HARPIA_20130212_064500.wav,none,0.5769999999999998,3.105,"8, 600",0,0
HARPIA_20130212_070000.wav,none,0.403,4.245,"8, 600",0,0
HARPIA_20130212_071500.wav,none,0.7140000000000001,4.065,"8, 600",0,0
HARPIA_20130212_073000.wav,none,2.6700000000000004,3.85,"8, 600",0,0
HARPIA_20130212_074500.wav,none,0.995,2.995,"8, 600",0,0
HARPIA_20130212_080000.wav,none,2.7220000000000004,3.21,"8, 600",0,0
HARPIA_20140206_054500.wav,none,1.768,3.28,"4, 200",0,0
HARPIA_20140206_060000.wav,none,0.285,7.195,"4, 200",0,0
HARPIA_20140206_061500.wav,none,0.394,5.65,"4, 200",0,0
HARPIA_20140206_063000.wav,none,0.851,6.15,"4, 200",0,0
HARPIA_20140206_064500.wav,none,1.3530000000000002,6.785,"4, 200",0,0
HARPIA_20140206_070000.wav,none,1.855,5.25,"4, 200",0,0
HARPIA_20140206_071500.wav,none,1.937,6.65,"4, 200",0,0
HARPIA_20140206_073000.wav,none,1.489,5.46,"4, 200",0,0
HARPIA_20140206_074500.wav,none,1.6330000000000002,3.995,"4, 200",0,0
HARPIA_20140206_080000.wav,none,1.711,7.08,"4, 200",0,0
HARPIA_20140207_054500.wav,none,1.825,8.615,"4, 200",0,0
HARPIA_20140207_060000.wav,none,0.174,9.11,"4, 200",0,0
HARPIA_20140207_061500.wav,none,0.237,7.140000000000001,"4, 200",0,0
HARPIA_20140207_063000.wav,none,2.332,4.495,"4, 200",0,0
HARPIA_20140207_064500.wav,none,3.01,5.225,"4, 200",0,0
HARPIA_20140207_070000.wav,none,1.9599999999999995,4.32,"4, 200",0,0
HARPIA_20140207_071500.wav,none,1.9680000000000004,8.115,"4, 200",0,0
HARPIA_20140207_073000.wav,none,1.709,7.52,"4, 200",0,0
HARPIA_20140207_074500.wav,none,0.897,3.72,"4, 200",0,0
HARPIA_20140207_080000.wav,none,0.948,3.46,"4, 200",0,0
HARPIA_20140208_054500.wav,none,3.139,2.45,"4, 200",0,0
HARPIA_20140208_060000.wav,none,1.229,5.785,"4, 200",0,0
HARPIA_20140208_061500.wav,none,0.986,0.45,"4, 200",0,0
HARPIA_20140208_063000.wav,none,0.97,0.225,"4, 200",0,0
HARPIA_20140208_064500.wav,none,1.099,0.635,"4, 200",0,0
HARPIA_20140208_070000.wav,none,0.904,0.825,"4, 200",0,0
HARPIA_20140208_071500.wav,none,0.8770000000000001,0.82,"4, 200",0,0
HARPIA_20140208_073000.wav,none,1.055,1.5299999999999998,"4, 200",0,0
HARPIA_20140208_074500.wav,none,1.1209999999999998,0.18999999999999995,"4, 200",0,0
HARPIA_20140208_080000.wav,none,0.908,0.26,"4, 200",0,0
HARPIA_20140209_054500.wav,none,4.028999999999999,6.375,"4, 200",0,0
HARPIA_20140209_060000.wav,none,0.34500000000000003,7.725,"4, 200",0,0
HARPIA_20140209_061500.wav,none,-0.212,8.57,"4, 200",0,0
HARPIA_20140209_063000.wav,none,0.7129999999999999,8.42,"4, 200",0,0
HARPIA_20140209_064500.wav,none,0.43899999999999995,3.825,"4, 200",0,0
HARPIA_20140209_070000.wav,none,0.6649999999999999,7.565,"4, 200",0,0
HARPIA_20140209_071500.wav,none,2.2159999999999997,2.92,"4, 200",0,0
HARPIA_20140209_073000.wav,none,0.7390000000000001,5.27,"4, 200",0,0
HARPIA_20140209_074500.wav,none,2.123,5.300000000000001,"4, 200",0,0
HARPIA_20140209_080000.wav,none,3.381,4.34,"4, 200",0,0
HARPIA_20140214_054500.wav,none,2.112,3.365,"4, 600",0,0
HARPIA_20140214_060000.wav,none,0.3370000000000001,9.305,"4, 600",0,0
HARPIA_20140214_061500.wav,none,2.39,8.59,"4, 600",0,0
HARPIA_20140214_063000.wav,none,1.9170000000000005,6.970000000000001,"4, 600",0,0
HARPIA_20140214_064500.wav,none,0.8759999999999998,4.76,"4, 600",0,0
HARPIA_20140214_070000.wav,none,0.418,3.98,"4, 600",0,0
HARPIA_20140214_071500.wav,none,1.915,3.105,"4, 600",0,0
HARPIA_20140214_073000.wav,none,2.546,7.76,"4, 600",0,0
HARPIA_20140214_074500.wav,none,3.3329999999999997,7.745,"4, 600",0,0
HARPIA_20140214_080000.wav,none,3.5260000000000007,4.574999999999999,"4, 600",0,0
HARPIA_20140215_054500.wav,none,1.033,2.715,"4, 600",0,0
HARPIA_20140215_060000.wav,none,6.917,11.52,"4, 600",0,0
HARPIA_20140215_061500.wav,none,0.563,4.92,"4, 600",0,0
HARPIA_20140215_063000.wav,none,2.3440000000000003,3.23,"4, 600",0,0
HARPIA_20140215_064500.wav,none,1.066,3.16,"4, 600",0,0
HARPIA_20140215_070000.wav,none,0.868,2.835,"4, 600",0,0
HARPIA_20140215_071500.wav,none,1.4600000000000002,2.5,"4, 600",0,0
HARPIA_20140215_073000.wav,none,1.09,3.22,"4, 600",0,0
HARPIA_20140215_074500.wav,none,2.82,2.76,"4, 600",0,0
HARPIA_20140215_080000.wav,none,0.9760000000000002,2.895,"4, 600",0,0
HARPIA_20140210_054500.wav,none,1.371,0.56,"7, 400",0,0
HARPIA_20140210_060000.wav,none,1.6869999999999998,0.41,"7, 400",0,0
HARPIA_20140210_061500.wav,none,1.4290000000000005,0.515,"7, 400",0,0
HARPIA_20140210_063000.wav,none,1.3930000000000002,0.00499999999999999,"7, 400",0,0
HARPIA_20140210_064500.wav,none,1.3880000000000003,0.11,"7, 400",0,0
HARPIA_20140210_070000.wav,none,1.32,0.42,"7, 400",0,0
HARPIA_20140210_071500.wav,none,1.584,0.01999999999999999,"7, 400",0,0
HARPIA_20140210_073000.wav,none,1.34,0.33999999999999997,"7, 400",0,0
HARPIA_20140210_074500.wav,none,1.369,0.08499999999999999,"7, 400",0,0
HARPIA_20140210_080000.wav,none,1.705,0.09000000000000001,"7, 400",0,0
HARPIA_20140211_054500.wav,none,1.391,0.21,"7, 400",0,0
HARPIA_20140211_060000.wav,none,1.277,4.775,"7, 400",0,0
HARPIA_20140211_061500.wav,none,1.3279999999999998,2.82,"7, 400",0,0
HARPIA_20140211_063000.wav,none,1.895,0.465,"7, 400",0,0
HARPIA_20140211_064500.wav,none,1.382,0.995,"7, 400",0,0
HARPIA_20140211_070000.wav,none,1.3190000000000002,0.925,"7, 400",0,0
HARPIA_20140211_071500.wav,none,1.281,0.915,"7, 400",0,0
HARPIA_20140211_073000.wav,none,1.289,1.085,"7, 400",0,0
HARPIA_20140211_074500.wav,none,1.1929999999999998,1.21,"7, 400",0,0
HARPIA_20140211_080000.wav,none,1.326,1.285,"7, 400",0,0
HARPIA_20140212_054500.wav,none,2.024,1.145,"7, 400",0,0
HARPIA_20140212_060000.wav,none,1.044,5.24,"7, 400",0,0
HARPIA_20140212_061500.wav,none,0.91,6.105,"7, 400",0,0
HARPIA_20140212_063000.wav,none,1.0559999999999998,3.3,"7, 400",0,0
HARPIA_20140212_064500.wav,none,1.093,2.365,"7, 400",0,0
HARPIA_20140212_070000.wav,none,1.155,1.815,"7, 400",0,0
HARPIA_20140212_071500.wav,none,1.166,2.915,"7, 400",0,0
HARPIA_20140212_073000.wav,none,1.083,2.2,"7, 400",0,0
HARPIA_20140212_074500.wav,none,1.023,2.62,"7, 400",0,0
HARPIA_20140212_080000.wav,none,2.445,2.815,"7, 400",0,0
HARPIA_20140213_054500.wav,none,0.9409999999999998,4.615,"7, 400",0,0
HARPIA_20140213_060000.wav,none,4.4079999999999995,9.545,"7, 400",0,0
HARPIA_20140213_061500.wav,none,0.5250000000000001,6.645,"7, 400",0,0
HARPIA_20140213_063000.wav,none,0.7510000000000001,4.385,"7, 400",0,0
HARPIA_20140213_064500.wav,none,0.7709999999999999,4.645,"7, 400",0,0
